APR_MDC_key,intake_date,intake_date
00,2016-11-10,7
00,2016-11-22,7
00,2016-12-12,7
00,2016-12-14,7
00,2017-01-25,7
00,2017-02-16,7
00,2017-02-21,7
00,2017-02-22,7
00,2017-04-11,7
00,2017-05-03,7
00,2017-05-11,7
00,2017-05-24,7
00,2017-07-12,7
00,2017-09-13,7
00,2017-09-25,7
00,2017-10-16,7
00,2017-10-19,7
00,2017-10-25,7
00,2017-11-06,7
00,2018-01-22,7
00,2018-01-25,7
00,2018-01-31,7
00,2018-02-01,7
00,2018-02-07,7
00,2018-02-21,7
00,2018-03-12,7
00,2018-04-03,7
00,2018-04-12,7
00,2018-04-16,7
00,2018-06-04,7
00,2018-08-16,7
00,2018-08-23,7
00,2019-01-10,7
00,2019-01-16,7
00,2019-01-23,7
00,2019-01-28,7
00,2019-02-04,7
00,2019-02-06,7
00,2019-02-19,7
00,2019-02-20,7
00,2019-03-19,7
00,2019-04-01,7
00,2019-05-14,7
00,2019-05-15,7
00,2019-05-29,7
00,2019-06-12,7
00,2019-06-19,7
00,2019-07-31,7
00,2019-08-06,7
00,2019-08-12,7
00,2019-09-25,7
00,2019-10-03,7
00,2019-10-08,7
00,2019-10-09,7
00,2019-10-10,7
00,2019-11-25,7
00,2019-12-09,7
00,2020-01-15,7
00,2016-01-07,6
00,2016-01-12,6
00,2016-01-15,6
00,2016-01-26,6
00,2016-02-04,6
00,2016-02-16,6
00,2016-03-09,6
00,2016-03-22,6
00,2016-04-13,6
00,2016-04-18,6
00,2016-05-03,6
00,2016-05-19,6
00,2016-06-03,6
00,2016-06-09,6
00,2016-06-22,6
00,2016-06-27,6
00,2016-07-08,6
00,2016-07-14,6
00,2016-07-20,6
00,2016-07-27,6
00,2016-08-02,6
00,2016-08-04,6
00,2016-08-09,6
00,2016-08-18,6
00,2016-08-19,6
00,2016-08-30,6
00,2016-09-06,6
00,2016-09-13,6
00,2016-09-15,6
00,2016-09-20,6
00,2016-10-05,6
00,2016-10-12,6
00,2016-10-19,6
00,2016-10-24,6
00,2016-10-26,6
00,2016-11-14,6
00,2016-11-21,6
00,2016-11-29,6
00,2016-12-01,6
00,2016-12-08,6
00,2016-12-19,6
00,2017-01-04,6
00,2017-01-05,6
00,2017-01-17,6
00,2017-01-24,6
00,2017-02-09,6
00,2017-02-15,6
00,2017-03-21,6
00,2017-03-29,6
00,2017-04-25,6
00,2017-04-26,6
00,2017-05-04,6
00,2017-05-10,6
00,2017-05-16,6
00,2017-05-18,6
00,2017-05-22,6
00,2017-06-15,6
00,2017-06-21,6
00,2017-06-23,6
00,2017-06-28,6
00,2017-07-06,6
00,2017-07-25,6
00,2017-08-03,6
00,2017-08-17,6
00,2017-08-22,6
00,2017-09-06,6
00,2017-10-03,6
00,2017-10-10,6
00,2017-10-18,6
00,2017-11-09,6
00,2017-11-21,6
00,2017-12-04,6
00,2017-12-14,6
00,2017-12-21,6
00,2018-01-09,6
00,2018-01-10,6
00,2018-01-29,6
00,2018-02-13,6
00,2018-02-19,6
00,2018-03-06,6
00,2018-03-07,6
00,2018-03-19,6
00,2018-03-28,6
00,2018-04-17,6
00,2018-04-18,6
00,2018-06-06,6
00,2018-06-25,6
00,2018-06-26,6
00,2018-08-06,6
00,2018-10-01,6
00,2018-10-16,6
00,2018-11-06,6
00,2019-01-09,6
00,2019-01-15,6
00,2019-01-17,6
00,2019-01-29,6
00,2019-01-31,6
00,2019-02-07,6
00,2019-02-12,6
00,2019-02-13,6
00,2019-02-15,6
00,2019-02-18,6
00,2019-02-25,6
00,2019-02-28,6
00,2019-03-12,6
00,2019-03-21,6
00,2019-03-26,6
00,2019-04-04,6
00,2019-04-09,6
00,2019-04-18,6
00,2019-04-23,6
00,2019-05-06,6
00,2019-05-23,6
00,2019-05-28,6
00,2019-06-04,6
00,2019-06-11,6
00,2019-06-14,6
00,2019-06-21,6
00,2019-06-25,6
00,2019-07-01,6
00,2019-07-03,6
00,2019-07-09,6
00,2019-07-23,6
00,2019-08-14,6
00,2019-09-03,6
00,2019-09-06,6
00,2019-09-16,6
00,2019-10-01,6
00,2019-10-15,6
00,2019-10-31,6
00,2019-12-11,6
00,2019-12-17,6
00,2020-08-17,6
00,2020-09-22,6
00,2020-12-01,6
00,2021-04-28,6
00,2021-04-29,6
00,2021-06-02,6
00,2021-09-30,6
00,2021-10-27,6
00,2016-01-04,5
00,2016-01-11,5
00,2016-01-13,5
00,2016-01-20,5
00,2016-01-29,5
00,2016-02-11,5
00,2016-02-24,5
00,2016-02-25,5
00,2016-02-29,5
00,2016-03-02,5
00,2016-03-16,5
00,2016-03-17,5
00,2016-03-25,5
00,2016-03-30,5
00,2016-03-31,5
00,2016-04-20,5
00,2016-06-01,5
00,2016-06-14,5
00,2016-06-15,5
00,2016-06-30,5
00,2016-07-07,5
00,2016-07-12,5
00,2016-07-13,5
00,2016-07-18,5
00,2016-07-26,5
00,2016-08-03,5
00,2016-08-10,5
00,2016-08-21,5
00,2016-08-31,5
00,2016-09-04,5
00,2016-09-23,5
00,2016-09-26,5
00,2016-10-04,5
00,2016-10-10,5
00,2016-10-11,5
00,2016-10-27,5
00,2016-10-28,5
00,2016-10-31,5
00,2016-11-15,5
00,2016-11-16,5
00,2016-11-18,5
00,2016-11-27,5
00,2016-11-28,5
00,2016-12-06,5
00,2016-12-21,5
00,2016-12-22,5
00,2017-01-19,5
00,2017-01-31,5
00,2017-02-03,5
00,2017-02-13,5
00,2017-02-19,5
00,2017-02-23,5
00,2017-03-02,5
00,2017-03-07,5
00,2017-03-14,5
00,2017-03-16,5
00,2017-03-20,5
00,2017-03-28,5
00,2017-04-05,5
00,2017-04-12,5
00,2017-04-13,5
00,2017-04-27,5
00,2017-05-08,5
00,2017-05-15,5
00,2017-05-17,5
00,2017-06-02,5
00,2017-06-16,5
00,2017-06-26,5
00,2017-07-04,5
00,2017-07-18,5
00,2017-07-31,5
00,2017-08-07,5
00,2017-08-08,5
00,2017-08-10,5
00,2017-08-11,5
00,2017-08-30,5
00,2017-09-12,5
00,2017-09-19,5
00,2017-10-02,5
00,2017-10-04,5
00,2017-10-05,5
00,2017-11-07,5
00,2017-11-22,5
00,2017-11-27,5
00,2017-11-29,5
00,2017-12-19,5
00,2018-01-01,5
00,2018-01-02,5
00,2018-01-08,5
00,2018-01-11,5
00,2018-01-18,5
00,2018-01-23,5
00,2018-02-14,5
00,2018-02-15,5
00,2018-02-20,5
00,2018-02-22,5
00,2018-02-28,5
00,2018-03-08,5
00,2018-03-16,5
00,2018-03-23,5
00,2018-04-13,5
00,2018-05-16,5
00,2018-06-14,5
00,2018-07-31,5
00,2018-10-02,5
00,2018-11-15,5
00,2018-11-20,5
00,2018-11-29,5
00,2019-01-03,5
00,2019-02-26,5
00,2019-03-11,5
00,2019-03-28,5
00,2019-04-11,5
00,2019-05-16,5
00,2019-05-24,5
00,2019-06-18,5
00,2019-07-08,5
00,2019-08-16,5
00,2019-08-26,5
00,2019-08-27,5
00,2019-09-23,5
00,2019-10-17,5
00,2019-10-28,5
00,2019-10-29,5
00,2019-11-04,5
00,2019-11-08,5
00,2019-11-14,5
00,2019-12-05,5
00,2019-12-19,5
00,2019-12-26,5
00,2020-01-14,5
00,2020-01-27,5
00,2020-01-29,5
00,2020-02-04,5
00,2020-02-26,5
00,2020-05-07,5
00,2020-08-13,5
00,2020-10-20,5
00,2021-01-12,5
00,2021-03-04,5
00,2021-03-10,5
00,2021-03-18,5
00,2021-05-19,5
00,2021-08-19,5
00,2021-10-12,5
00,2021-11-16,5
00,2015-12-07,4
00,2016-01-06,4
00,2016-01-25,4
00,2016-01-27,4
00,2016-01-31,4
00,2016-02-02,4
00,2016-02-08,4
00,2016-02-09,4
00,2016-02-12,4
00,2016-02-17,4
00,2016-03-21,4
00,2016-04-01,4
00,2016-04-12,4
00,2016-04-14,4
00,2016-04-21,4
00,2016-04-25,4
00,2016-04-26,4
00,2016-04-27,4
00,2016-04-28,4
00,2016-05-18,4
00,2016-05-24,4
00,2016-06-08,4
00,2016-06-17,4
00,2016-06-23,4
00,2016-07-05,4
00,2016-07-06,4
00,2016-08-01,4
00,2016-08-11,4
00,2016-08-12,4
00,2016-08-22,4
00,2016-08-23,4
00,2016-09-19,4
00,2016-09-28,4
00,2016-09-29,4
00,2016-10-13,4
00,2016-10-15,4
00,2016-11-24,4
00,2016-12-05,4
00,2016-12-09,4
00,2016-12-25,4
00,2016-12-30,4
00,2017-01-01,4
00,2017-01-03,4
00,2017-01-06,4
00,2017-01-08,4
00,2017-01-12,4
00,2017-01-20,4
00,2017-01-26,4
00,2017-01-30,4
00,2017-02-01,4
00,2017-02-10,4
00,2017-03-01,4
00,2017-03-27,4
00,2017-03-30,4
00,2017-04-03,4
00,2017-04-06,4
00,2017-04-16,4
00,2017-04-21,4
00,2017-04-24,4
00,2017-04-28,4
00,2017-05-09,4
00,2017-05-12,4
00,2017-05-19,4
00,2017-05-30,4
00,2017-05-31,4
00,2017-06-13,4
00,2017-06-20,4
00,2017-06-29,4
00,2017-06-30,4
00,2017-07-05,4
00,2017-07-13,4
00,2017-07-17,4
00,2017-07-20,4
00,2017-07-26,4
00,2017-07-28,4
00,2017-08-04,4
00,2017-08-20,4
00,2017-08-21,4
00,2017-08-24,4
00,2017-08-31,4
00,2017-09-04,4
00,2017-09-05,4
00,2017-09-07,4
00,2017-09-10,4
00,2017-09-17,4
00,2017-09-22,4
00,2017-10-30,4
00,2017-10-31,4
00,2017-11-03,4
00,2017-11-13,4
00,2017-11-20,4
00,2017-11-23,4
00,2017-11-25,4
00,2017-11-26,4
00,2017-12-27,4
00,2017-12-29,4
00,2018-01-03,4
00,2018-01-04,4
00,2018-01-17,4
00,2018-01-24,4
00,2018-02-02,4
00,2018-02-08,4
00,2018-02-12,4
00,2018-02-25,4
00,2018-02-26,4
00,2018-03-01,4
00,2018-03-05,4
00,2018-03-14,4
00,2018-03-15,4
00,2018-03-22,4
00,2018-03-25,4
00,2018-04-04,4
00,2018-04-19,4
00,2018-04-24,4
00,2018-04-25,4
00,2018-04-26,4
00,2018-05-07,4
00,2018-05-23,4
00,2018-05-27,4
00,2018-05-28,4
00,2018-05-31,4
00,2018-06-05,4
00,2018-06-11,4
00,2018-06-13,4
00,2018-07-05,4
00,2018-07-18,4
00,2018-07-19,4
00,2018-08-07,4
00,2018-08-08,4
00,2018-08-09,4
00,2018-08-13,4
00,2018-08-28,4
00,2018-09-12,4
00,2018-09-18,4
00,2018-09-25,4
00,2018-09-27,4
00,2018-10-09,4
00,2018-10-11,4
00,2018-10-22,4
00,2018-10-23,4
00,2018-10-24,4
00,2018-10-31,4
00,2018-11-04,4
00,2018-12-04,4
00,2018-12-05,4
00,2018-12-17,4
00,2018-12-20,4
00,2018-12-21,4
00,2019-01-04,4
00,2019-01-20,4
00,2019-01-22,4
00,2019-01-25,4
00,2019-02-08,4
00,2019-02-16,4
00,2019-02-17,4
00,2019-02-21,4
00,2019-03-05,4
00,2019-03-07,4
00,2019-03-10,4
00,2019-03-14,4
00,2019-04-10,4
00,2019-04-15,4
00,2019-04-16,4
00,2019-04-25,4
00,2019-04-29,4
00,2019-04-30,4
00,2019-05-21,4
00,2019-06-20,4
00,2019-06-29,4
00,2019-07-11,4
00,2019-07-12,4
00,2019-07-14,4
00,2019-08-19,4
00,2019-09-12,4
00,2019-09-13,4
00,2019-09-19,4
00,2019-09-22,4
00,2019-09-30,4
00,2019-10-18,4
00,2019-11-21,4
00,2019-11-26,4
00,2019-12-10,4
00,2019-12-13,4
00,2019-12-16,4
00,2019-12-22,4
00,2020-01-02,4
00,2020-01-08,4
00,2020-01-21,4
00,2020-01-22,4
00,2020-03-11,4
00,2020-03-17,4
00,2020-05-13,4
00,2020-05-26,4
00,2020-06-09,4
00,2020-06-18,4
00,2020-06-23,4
00,2020-08-10,4
00,2020-08-25,4
00,2020-09-09,4
00,2020-09-14,4
00,2020-11-23,4
00,2021-02-03,4
00,2021-03-16,4
00,2021-05-03,4
00,2021-05-04,4
00,2021-06-09,4
00,2021-06-29,4
00,2021-09-15,4
00,2021-09-20,4
00,2021-09-27,4
00,2021-12-01,4
00,2021-12-21,4
00,2016-01-17,3
00,2016-01-18,3
00,2016-01-19,3
00,2016-01-21,3
00,2016-01-22,3
00,2016-02-01,3
00,2016-02-21,3
00,2016-02-26,3
00,2016-03-01,3
00,2016-03-04,3
00,2016-03-07,3
00,2016-03-14,3
00,2016-03-15,3
00,2016-03-23,3
00,2016-03-24,3
00,2016-03-28,3
00,2016-03-29,3
00,2016-04-08,3
00,2016-04-19,3
00,2016-04-22,3
00,2016-05-23,3
00,2016-06-05,3
00,2016-06-06,3
00,2016-06-12,3
00,2016-06-20,3
00,2016-06-24,3
00,2016-06-26,3
00,2016-07-03,3
00,2016-07-04,3
00,2016-07-11,3
00,2016-07-28,3
00,2016-08-25,3
00,2016-08-29,3
00,2016-09-02,3
00,2016-09-05,3
00,2016-09-11,3
00,2016-09-12,3
00,2016-09-14,3
00,2016-09-16,3
00,2016-09-22,3
00,2016-09-30,3
00,2016-10-14,3
00,2016-10-23,3
00,2016-11-01,3
00,2016-11-09,3
00,2016-11-12,3
00,2016-11-23,3
00,2016-11-25,3
00,2016-12-13,3
00,2016-12-16,3
00,2016-12-20,3
00,2016-12-23,3
00,2016-12-28,3
00,2016-12-29,3
00,2017-01-11,3
00,2017-01-13,3
00,2017-01-15,3
00,2017-01-23,3
00,2017-01-28,3
00,2017-02-08,3
00,2017-02-20,3
00,2017-02-24,3
00,2017-02-27,3
00,2017-02-28,3
00,2017-03-03,3
00,2017-03-06,3
00,2017-03-09,3
00,2017-03-10,3
00,2017-03-15,3
00,2017-03-17,3
00,2017-03-31,3
00,2017-04-02,3
00,2017-04-20,3
00,2017-05-05,3
00,2017-05-06,3
00,2017-05-29,3
00,2017-06-01,3
00,2017-06-05,3
00,2017-06-12,3
00,2017-06-22,3
00,2017-07-03,3
00,2017-07-22,3
00,2017-07-24,3
00,2017-07-27,3
00,2017-08-16,3
00,2017-08-18,3
00,2017-08-19,3
00,2017-08-23,3
00,2017-08-25,3
00,2017-08-27,3
00,2017-09-15,3
00,2017-10-08,3
00,2017-10-24,3
00,2017-10-26,3
00,2017-11-02,3
00,2017-11-24,3
00,2017-12-01,3
00,2017-12-10,3
00,2017-12-11,3
00,2017-12-12,3
00,2017-12-15,3
00,2017-12-18,3
00,2018-01-05,3
00,2018-01-12,3
00,2018-01-14,3
00,2018-01-26,3
00,2018-01-28,3
00,2018-02-06,3
00,2018-03-02,3
00,2018-03-09,3
00,2018-03-26,3
00,2018-03-27,3
00,2018-04-09,3
00,2018-04-10,3
00,2018-04-15,3
00,2018-04-27,3
00,2018-05-02,3
00,2018-05-11,3
00,2018-05-14,3
00,2018-05-15,3
00,2018-05-18,3
00,2018-06-07,3
00,2018-06-12,3
00,2018-06-21,3
00,2018-06-22,3
00,2018-06-28,3
00,2018-07-03,3
00,2018-07-09,3
00,2018-08-20,3
00,2018-09-14,3
00,2018-09-17,3
00,2018-09-19,3
00,2018-09-20,3
00,2018-09-26,3
00,2018-10-03,3
00,2018-10-08,3
00,2018-10-12,3
00,2018-10-25,3
00,2018-10-30,3
00,2018-11-05,3
00,2018-11-12,3
00,2018-11-28,3
00,2018-12-06,3
00,2018-12-11,3
00,2018-12-12,3
00,2018-12-13,3
00,2018-12-18,3
00,2018-12-26,3
00,2019-01-06,3
00,2019-01-18,3
00,2019-01-24,3
00,2019-02-11,3
00,2019-03-01,3
00,2019-03-03,3
00,2019-03-04,3
00,2019-03-08,3
00,2019-03-22,3
00,2019-04-02,3
00,2019-04-05,3
00,2019-04-06,3
00,2019-04-19,3
00,2019-04-22,3
00,2019-04-26,3
00,2019-05-03,3
00,2019-05-07,3
00,2019-05-09,3
00,2019-05-10,3
00,2019-05-30,3
00,2019-06-07,3
00,2019-06-15,3
00,2019-06-28,3
00,2019-06-30,3
00,2019-07-04,3
00,2019-07-05,3
00,2019-07-15,3
00,2019-07-25,3
00,2019-07-30,3
00,2019-08-01,3
00,2019-08-08,3
00,2019-08-18,3
00,2019-08-20,3
00,2019-08-22,3
00,2019-08-23,3
00,2019-08-29,3
00,2019-09-05,3
00,2019-09-10,3
00,2019-09-20,3
00,2019-09-24,3
00,2019-09-26,3
00,2019-09-29,3
00,2019-10-04,3
00,2019-10-06,3
00,2019-10-13,3
00,2019-10-25,3
00,2019-11-15,3
00,2019-11-17,3
00,2019-11-19,3
00,2019-12-12,3
00,2019-12-24,3
00,2019-12-30,3
00,2019-12-31,3
00,2020-01-13,3
00,2020-02-13,3
00,2020-02-20,3
00,2020-02-24,3
00,2020-02-25,3
00,2020-03-03,3
00,2020-04-17,3
00,2020-05-05,3
00,2020-05-20,3
00,2020-06-02,3
00,2020-06-03,3
00,2020-06-19,3
00,2020-06-22,3
00,2020-06-25,3
00,2020-07-01,3
00,2020-07-14,3
00,2020-08-24,3
00,2020-09-01,3
00,2020-09-07,3
00,2020-09-08,3
00,2020-09-10,3
00,2020-09-15,3
00,2020-09-21,3
00,2020-09-23,3
00,2020-09-24,3
00,2020-09-25,3
00,2020-10-01,3
00,2020-10-13,3
00,2020-10-18,3
00,2020-11-18,3
00,2020-11-20,3
00,2020-12-03,3
00,2020-12-09,3
00,2020-12-10,3
00,2020-12-17,3
00,2020-12-23,3
00,2021-01-05,3
00,2021-02-01,3
00,2021-02-19,3
00,2021-02-23,3
00,2021-04-19,3
00,2021-04-21,3
00,2021-04-22,3
00,2021-05-05,3
00,2021-05-12,3
00,2021-05-17,3
00,2021-05-20,3
00,2021-06-03,3
00,2021-06-14,3
00,2021-06-16,3
00,2021-06-23,3
00,2021-06-28,3
00,2021-07-05,3
00,2021-07-12,3
00,2021-07-22,3
00,2021-07-28,3
00,2021-08-03,3
00,2021-08-24,3
00,2021-08-26,3
00,2021-09-02,3
00,2021-09-22,3
00,2021-09-24,3
00,2021-09-29,3
00,2021-10-14,3
00,2021-10-20,3
00,2021-10-21,3
00,2021-11-17,3
00,2021-11-29,3
00,2021-12-07,3
00,2021-12-14,3
00,2021-12-15,3
00,2015-12-08,2
00,2016-01-03,2
00,2016-01-08,2
00,2016-01-10,2
00,2016-01-24,2
00,2016-01-30,2
00,2016-02-05,2
00,2016-02-07,2
00,2016-02-13,2
00,2016-02-15,2
00,2016-02-19,2
00,2016-02-20,2
00,2016-02-28,2
00,2016-03-08,2
00,2016-03-12,2
00,2016-03-27,2
00,2016-04-04,2
00,2016-04-10,2
00,2016-04-11,2
00,2016-04-15,2
00,2016-04-17,2
00,2016-04-29,2
00,2016-05-02,2
00,2016-05-05,2
00,2016-05-09,2
00,2016-05-13,2
00,2016-05-16,2
00,2016-05-17,2
00,2016-05-30,2
00,2016-06-07,2
00,2016-06-10,2
00,2016-06-11,2
00,2016-06-13,2
00,2016-06-19,2
00,2016-07-01,2
00,2016-07-15,2
00,2016-07-16,2
00,2016-07-23,2
00,2016-07-25,2
00,2016-08-07,2
00,2016-08-15,2
00,2016-08-26,2
00,2016-09-01,2
00,2016-09-10,2
00,2016-09-17,2
00,2016-09-24,2
00,2016-09-25,2
00,2016-10-08,2
00,2016-10-09,2
00,2016-10-16,2
00,2016-10-21,2
00,2016-10-25,2
00,2016-10-29,2
00,2016-11-04,2
00,2016-11-08,2
00,2016-11-13,2
00,2016-11-19,2
00,2016-12-02,2
00,2016-12-04,2
00,2016-12-18,2
00,2016-12-26,2
00,2017-01-16,2
00,2017-01-18,2
00,2017-01-27,2
00,2017-02-05,2
00,2017-02-06,2
00,2017-02-07,2
00,2017-02-12,2
00,2017-02-14,2
00,2017-02-25,2
00,2017-03-11,2
00,2017-03-12,2
00,2017-03-19,2
00,2017-03-24,2
00,2017-04-04,2
00,2017-04-09,2
00,2017-04-15,2
00,2017-04-30,2
00,2017-05-01,2
00,2017-05-27,2
00,2017-06-09,2
00,2017-07-02,2
00,2017-07-08,2
00,2017-07-11,2
00,2017-07-15,2
00,2017-07-21,2
00,2017-08-02,2
00,2017-09-03,2
00,2017-09-21,2
00,2017-09-23,2
00,2017-09-24,2
00,2017-09-29,2
00,2017-10-06,2
00,2017-10-12,2
00,2017-10-13,2
00,2017-10-14,2
00,2017-10-20,2
00,2017-10-29,2
00,2017-11-04,2
00,2017-11-10,2
00,2017-11-12,2
00,2017-11-16,2
00,2017-11-17,2
00,2017-11-28,2
00,2017-11-30,2
00,2017-12-03,2
00,2017-12-09,2
00,2017-12-22,2
00,2017-12-25,2
00,2017-12-26,2
00,2018-01-15,2
00,2018-01-16,2
00,2018-01-20,2
00,2018-02-03,2
00,2018-02-04,2
00,2018-02-11,2
00,2018-02-17,2
00,2018-02-23,2
00,2018-02-27,2
00,2018-03-11,2
00,2018-03-13,2
00,2018-03-18,2
00,2018-03-20,2
00,2018-03-21,2
00,2018-03-30,2
00,2018-04-02,2
00,2018-04-06,2
00,2018-04-07,2
00,2018-04-20,2
00,2018-04-30,2
00,2018-05-03,2
00,2018-05-04,2
00,2018-05-13,2
00,2018-05-17,2
00,2018-05-19,2
00,2018-05-20,2
00,2018-05-24,2
00,2018-05-29,2
00,2018-05-30,2
00,2018-06-15,2
00,2018-06-27,2
00,2018-07-02,2
00,2018-07-04,2
00,2018-07-06,2
00,2018-07-12,2
00,2018-07-24,2
00,2018-08-02,2
00,2018-08-03,2
00,2018-08-14,2
00,2018-08-21,2
00,2018-08-29,2
00,2018-08-31,2
00,2018-09-03,2
00,2018-09-05,2
00,2018-09-06,2
00,2018-09-10,2
00,2018-09-21,2
00,2018-09-23,2
00,2018-09-28,2
00,2018-10-04,2
00,2018-10-05,2
00,2018-10-10,2
00,2018-10-15,2
00,2018-11-07,2
00,2018-11-08,2
00,2018-11-13,2
00,2018-11-16,2
00,2018-11-19,2
00,2018-11-21,2
00,2018-11-22,2
00,2018-11-26,2
00,2018-11-27,2
00,2018-12-03,2
00,2018-12-07,2
00,2018-12-09,2
00,2018-12-19,2
00,2019-01-01,2
00,2019-01-11,2
00,2019-01-27,2
00,2019-02-01,2
00,2019-02-10,2
00,2019-02-22,2
00,2019-02-24,2
00,2019-03-15,2
00,2019-03-17,2
00,2019-03-24,2
00,2019-03-31,2
00,2019-04-08,2
00,2019-04-12,2
00,2019-04-13,2
00,2019-04-14,2
00,2019-04-21,2
00,2019-05-05,2
00,2019-05-17,2
00,2019-05-26,2
00,2019-06-06,2
00,2019-06-16,2
00,2019-07-16,2
00,2019-07-18,2
00,2019-07-19,2
00,2019-07-27,2
00,2019-07-28,2
00,2019-07-29,2
00,2019-08-17,2
00,2019-08-31,2
00,2019-09-01,2
00,2019-09-07,2
00,2019-09-15,2
00,2019-09-17,2
00,2019-10-11,2
00,2019-10-26,2
00,2019-10-27,2
00,2019-11-10,2
00,2019-11-11,2
00,2019-11-16,2
00,2019-11-24,2
00,2019-11-28,2
00,2019-11-30,2
00,2019-12-06,2
00,2019-12-20,2
00,2019-12-23,2
00,2019-12-25,2
00,2020-01-05,2
00,2020-01-07,2
00,2020-01-10,2
00,2020-01-17,2
00,2020-01-19,2
00,2020-01-26,2
00,2020-02-09,2
00,2020-02-10,2
00,2020-02-12,2
00,2020-02-17,2
00,2020-03-02,2
00,2020-03-06,2
00,2020-03-18,2
00,2020-03-26,2
00,2020-04-22,2
00,2020-04-27,2
00,2020-05-06,2
00,2020-05-14,2
00,2020-05-15,2
00,2020-05-27,2
00,2020-05-28,2
00,2020-05-29,2
00,2020-06-16,2
00,2020-06-17,2
00,2020-06-21,2
00,2020-06-26,2
00,2020-06-30,2
00,2020-07-02,2
00,2020-07-07,2
00,2020-07-29,2
00,2020-07-30,2
00,2020-08-04,2
00,2020-08-12,2
00,2020-08-18,2
00,2020-08-20,2
00,2020-09-16,2
00,2020-09-28,2
00,2020-10-08,2
00,2020-10-14,2
00,2020-10-15,2
00,2020-10-19,2
00,2020-10-28,2
00,2020-11-01,2
00,2020-11-03,2
00,2020-11-06,2
00,2020-11-11,2
00,2020-11-16,2
00,2020-11-24,2
00,2021-01-20,2
00,2021-01-21,2
00,2021-01-25,2
00,2021-01-27,2
00,2021-02-11,2
00,2021-02-18,2
00,2021-02-22,2
00,2021-03-08,2
00,2021-03-15,2
00,2021-03-17,2
00,2021-03-20,2
00,2021-03-31,2
00,2021-04-01,2
00,2021-04-06,2
00,2021-04-07,2
00,2021-04-11,2
00,2021-04-12,2
00,2021-04-15,2
00,2021-04-27,2
00,2021-05-06,2
